0.000000000000000000e+00,1.043276720109393568e-02,9.841612664382909381e-03,1.506741007509877078e-02,1.154019538208309915e-02,2.188048424674361031e-02,2.330894927039113898e-02,1.905416024273114822e-02,2.012806073126180081e-02,1.854627066989681175e-02,2.294882988644307564e-02,2.766652317788885831e-02,2.538767901420119558e-02,2.678520563468591090e-02,2.631660811469235459e-02,2.855032683583384051e-02,2.549066829805735762e-02,2.507496463885175442e-02,2.565100274109391454e-02,2.976071829951014783e-02,2.531401402263584732e-02,2.471071721057745488e-02,2.173244092713635944e-02,2.493758999662935155e-02,3.167236564809505772e-02,2.680964231755451552e-02,2.880730704176702114e-02,2.501502521061022347e-02,2.409021437465343196e-02,3.062128654560410806e-02,2.914618131654009986e-02,2.655966191122071177e-02,3.072723515082777593e-02,3.259544820054091629e-02,2.893898058565437872e-02,2.782223499165036723e-02,2.906903653403219642e-02,2.945637812238058664e-02,2.577596108178332318e-02,3.086902360711521118e-02,3.416882563428116221e-02,2.786241380381526689e-02,2.941608752505610672e-02,2.696044837845472733e-02,2.368643354734048870e-02,2.718864120638679951e-02,2.595156401316617636e-02,3.001316072541310165e-02,2.743717448880745452e-02,3.310928852623440388e-02,2.778640479349023945e-02,2.747132055679377474e-02,2.844767325643707614e-02
1.043276720109393568e-02,0.000000000000000000e+00,9.172009654685319910e-03,1.807142703445579340e-02,1.670599307899346339e-02,2.299110803067315814e-02,2.324490990010343039e-02,1.508039386286848249e-02,1.489106733156758157e-02,2.008110831067778934e-02,2.309836543207069437e-02,2.722841346701289356e-02,2.725399039964077411e-02,2.514045286055448941e-02,2.327020855673259114e-02,2.568967395764532730e-02,2.260774055895489743e-02,2.675803440539233080e-02,2.519128089328832865e-02,2.589793076781318759e-02,2.527664060952072508e-02,2.138735415312268892e-02,2.570829839041186005e-02,2.752564487200770751e-02,2.614651015516811922e-02,2.313562633803249377e-02,2.615492023063046775e-02,2.294988101593257654e-02,2.318273331997027648e-02,2.918415744811802409e-02,2.794043579516973519e-02,2.262518348663373688e-02,2.840683179385726162e-02,3.109765947517692877e-02,2.732317389976179206e-02,2.994394530795115375e-02,2.673123114199929193e-02,3.282623256731252714e-02,2.975475576624121016e-02,2.643662354709640921e-02,3.173621290242646664e-02,3.310853554030159657e-02,2.801746093134209817e-02,3.125009798047346382e-02,2.234066139930780681e-02,2.485327134073217134e-02,2.487405084507867542e-02,2.981637026487585912e-02,2.926107407595250620e-02,3.092457425845636723e-02,3.428749516768454797e-02,2.688857814519150097e-02,1.949791647534382735e-02
9.841612664382909381e-03,9.172009654685319910e-03,0.000000000000000000e+00,1.903227628414614833e-02,1.921726130052662032e-02,1.983339521262867527e-02,2.097171161964016262e-02,1.952261682932257547e-02,1.908589444220589598e-02,2.384035041836065141e-02,2.525875720284078557e-02,2.721649537224741372e-02,2.545804621961644462e-02,2.766148316761202208e-02,2.412191739075348132e-02,2.516320854779559996e-02,2.806109513866042460e-02,2.376306714357626082e-02,2.619710161975812024e-02,2.989782728221793140e-02,2.450961995605982144e-02,2.436225109022418026e-02,3.042520208938378004e-02,2.276453005124278242e-02,2.836194733170167848e-02,2.304734885682517900e-02,3.180823364273908244e-02,2.505221204050236267e-02,2.599581419769265642e-02,3.129774952845998381e-02,2.617807241819798680e-02,2.208342444197600174e-02,2.616290227929524842e-02,3.086399543463850745e-02,2.808334528335876962e-02,2.850574438113177497e-02,2.786376252602879716e-02,2.949020578236162538e-02,3.276194566971951661e-02,2.665182987425527075e-02,2.993926815822807452e-02,2.775805754808849043e-02,2.899023051799927073e-02,3.048239138306926138e-02,3.039493822292951147e-02,2.709446567870690825e-02,2.988141983568535706e-02,3.066739414837721389e-02,3.036472101268082938e-02,2.931214602557775245e-02,3.065507255985343293e-02,2.689112671389454201e-02,2.689214222534052831e-02
1.506741007509877078e-02,1.807142703445579340e-02,1.903227628414614833e-02,0.000000000000000000e+00,2.096339102880579938e-02,2.392697877938543966e-02,2.293712466105284759e-02,1.657362792507888899e-02,1.116584890219735407e-02,1.706811340781561395e-02,1.926261365616535950e-02,2.997066820750120264e-02,2.080224329666445493e-02,2.645756299742368228e-02,2.429323543330649468e-02,2.228790373767926963e-02,2.216917470771240933e-02,2.166611471063359037e-02,2.955270753560746561e-02,2.379306055572917231e-02,2.542683223233602186e-02,2.268059968494202938e-02,2.314152163105676757e-02,2.938828046416190609e-02,2.485903009600470143e-02,2.653955608096743995e-02,3.312388058479728142e-02,2.643354873871856664e-02,2.548095019020369181e-02,3.494065416159135989e-02,2.695915288184603381e-02,2.781956384004925092e-02,2.507374601769160952e-02,2.855551837488095115e-02,2.567530287678694220e-02,2.896287280422979102e-02,2.825298235314880127e-02,2.718065907717057833e-02,2.602200681195635662e-02,2.692764648469894023e-02,2.876908400751614081e-02,2.802512491455412189e-02,2.574113681902488737e-02,2.450802588136826929e-02,2.341502306309875547e-02,2.535079912963435211e-02,2.648151247773751493e-02,2.710331259601426665e-02,3.147974714562985082e-02,2.920593418519484494e-02,3.102362087098093843e-02,2.568050582709795887e-02,2.117426880063226838e-02
1.154019538208309915e-02,1.670599307899346339e-02,1.921726130052662032e-02,2.096339102880579938e-02,0.000000000000000000e+00,5.258779627949614066e-03,1.411680071220823042e-02,1.900705954101166925e-02,1.922020468869655926e-02,2.363422222878540369e-02,2.415671925559851815e-02,2.374407524823404086e-02,2.277537246278485070e-02,2.438301966203228546e-02,2.590528731458254658e-02,2.513487791466174556e-02,2.842761189811898043e-02,2.784218848847318933e-02,2.740766393022413955e-02,2.884980225115480953e-02,2.724279340440657199e-02,2.511674886766982265e-02,2.834978697400114545e-02,2.768137493771298877e-02,2.553913744864465263e-02,2.547594122139605274e-02,2.780592226451825480e-02,2.247729934240269567e-02,3.452635326549596817e-02,2.712878235053359233e-02,2.601646211317161159e-02,2.668860987927684433e-02,2.936637282408995422e-02,3.297077013038405419e-02,3.063403598257103538e-02,2.967142280383201769e-02,3.075361439833278893e-02,3.036764878351930208e-02,3.259410442052874252e-02,2.992675386848703614e-02,2.853526652444909190e-02,3.247765849926028542e-02,3.097262786867768791e-02,2.758257555172640221e-02,2.454064399729233292e-02,3.155833297319896730e-02,3.038356728413800500e-02,3.310581607491398098e-02,2.693177956537161702e-02,2.748264359128971268e-02,3.351768809867724380e-02,2.139913152067713514e-02,2.764994326186913029e-02
2.188048424674361031e-02,2.299110803067315814e-02,1.983339521262867527e-02,2.392697877938543966e-02,5.258779627949614066e-03,0.000000000000000000e+00,1.417009892110621117e-02,2.624547305693791105e-02,2.669123129979891415e-02,2.177910696310141406e-02,2.985607821224594075e-02,2.887256881310030013e-02,2.456757503153359640e-02,2.349073949631539163e-02,2.139378099682786444e-02,2.422744383158264084e-02,3.131948315046236692e-02,2.117905341370539957e-02,2.674832134946643694e-02,2.690576317603947734e-02,2.586555200409138000e-02,2.293161145963345734e-02,3.038306417651337812e-02,3.012343278215260170e-02,2.816833827821035169e-02,2.477306230960996808e-02,2.590064321468231456e-02,2.298490146016797520e-02,2.976967835975567397e-02,2.540041079689124570e-02,2.870040784312550761e-02,2.464517447729195135e-02,2.642112891454417509e-02,2.631526760570719950e-02,3.339988573617945489e-02,3.198942421519689050e-02,2.819998095330662410e-02,2.917581408012315247e-02,2.701721456118933579e-02,2.874622512204394117e-02,2.775291843789403148e-02,2.753695940484190627e-02,2.954226975019971432e-02,3.056030919467003087e-02,2.811069581907184312e-02,3.008366099167272129e-02,2.551963062209861369e-02,2.744435890068601391e-02,3.308632193107177016e-02,2.328092431006130794e-02,2.558787936637975380e-02,3.128806183129715507e-02,2.222974867764362927e-02
2.330894927039113898e-02,2.324490990010343039e-02,2.097171161964016262e-02,2.293712466105284759e-02,1.411680071220823042e-02,1.417009892110621117e-02,0.000000000000000000e+00,2.207899394996217304e-02,2.909988606190331076e-02,1.720960197057382762e-02,2.556585567855986299e-02,2.564368106263787556e-02,1.892318604431174681e-02,2.302371622303392429e-02,2.425710594867683256e-02,2.554671767335969096e-02,2.944358819089736359e-02,2.246289089347821427e-02,2.407424477237879792e-02,2.919759251882953627e-02,3.223548446511000087e-02,2.058767361579669219e-02,2.841246067248258053e-02,2.819454360385599545e-02,2.804961478896878663e-02,2.864506168716954640e-02,2.763980787786783286e-02,2.650574988169135046e-02,2.743929580952407868e-02,2.904941987124006614e-02,3.109845571387083799e-02,3.264670058053354557e-02,2.493399641491599386e-02,2.297520717657863115e-02,2.584514615853165595e-02,2.579061592477505452e-02,2.599120647723537555e-02,2.563780278162876292e-02,2.717478422563371701e-02,2.721325771889976375e-02,2.376798690045126353e-02,2.281076364189225936e-02,2.891089011369448944e-02,2.183655118339463200e-02,2.351714025429601715e-02,2.464890824119936666e-02,2.798967179657028959e-02,3.143174400383322298e-02,3.018730844454878964e-02,2.724171702212815557e-02,2.337349154277324273e-02,2.967431288244043452e-02,2.764632590266219436e-02
1.905416024273114822e-02,1.508039386286848249e-02,1.952261682932257547e-02,1.657362792507888899e-02,1.900705954101166925e-02,2.624547305693791105e-02,2.207899394996217304e-02,0.000000000000000000e+00,1.411916208076455584e-02,2.003729659642986341e-02,2.061688387514689150e-02,2.532813694285311265e-02,2.304069374084306843e-02,2.053164477992818274e-02,2.620132036781794641e-02,2.739291781731954464e-02,2.569123763644375058e-02,2.709818702403126237e-02,2.877375278435762365e-02,2.184550525611313188e-02,2.809077139637762219e-02,2.675494136859555422e-02,2.626464676856377078e-02,3.169580224830970822e-02,2.702749191817689633e-02,2.575154505503343683e-02,3.394909347907125452e-02,2.414444888470040906e-02,2.555305889271768452e-02,3.194897987003693374e-02,2.438519409260849966e-02,2.876816101233258330e-02,2.825722392520157653e-02,3.151980647539107810e-02,2.544474443429993460e-02,3.257377113527794993e-02,2.893428206670529620e-02,3.113759445716891838e-02,2.753500035638091481e-02,2.927966006839931995e-02,2.985198513994961195e-02,2.935481648422094691e-02,2.437966133925946813e-02,3.065720273661970419e-02,2.474754952836222960e-02,3.011289220751459453e-02,2.909156899045262437e-02,3.075007501829225484e-02,3.395031921724864926e-02,3.060273890134359090e-02,2.661545012473381933e-02,2.681253423889564877e-02,2.858790573303024440e-02
2.012806073126180081e-02,1.489106733156758157e-02,1.908589444220589598e-02,1.116584890219735407e-02,1.922020468869655926e-02,2.669123129979891415e-02,2.909988606190331076e-02,1.411916208076455584e-02,0.000000000000000000e+00,1.697395353488810946e-02,1.506308241729047495e-02,2.302949558383594886e-02,2.129173986550025183e-02,2.811529060891455531e-02,1.941267753989528097e-02,2.144937685980065692e-02,2.316627564161044539e-02,2.055083017129313155e-02,3.095024235981376146e-02,2.161431045214979099e-02,2.513364442745393695e-02,2.883520370999187454e-02,2.603662835810293882e-02,2.979195553629289048e-02,2.544456798144020468e-02,2.878547532916347906e-02,2.725920556631550654e-02,2.301628070636674989e-02,2.125780092277953018e-02,3.050791256496250894e-02,2.701118481759659518e-02,2.524974392822568539e-02,2.604737048267164248e-02,2.758950276651687614e-02,2.980901602911889894e-02,3.017609701301538980e-02,2.958287490575933765e-02,2.722218354922125924e-02,2.434232647422288759e-02,2.764697646150065732e-02,2.580502904760616917e-02,2.685021503798011577e-02,2.966609091592424530e-02,3.136487179928263563e-02,2.513872181889297702e-02,2.857258887503897477e-02,2.604928027484613648e-02,2.940913736603589443e-02,2.665138769668555854e-02,2.545642759581557071e-02,2.595821321560983982e-02,2.113451335177165408e-02,2.665015808944501755e-02
1.854627066989681175e-02,2.008110831067778934e-02,2.384035041836065141e-02,1.706811340781561395e-02,2.363422222878540369e-02,2.177910696310141406e-02,1.720960197057382762e-02,2.003729659642986341e-02,1.697395353488810946e-02,0.000000000000000000e+00,1.207493359041086033e-02,2.505419022054393083e-02,2.842466473892588802e-02,2.497870708274146229e-02,2.231649759496649385e-02,2.669048947654058604e-02,2.659438530442626361e-02,2.739422534340997875e-02,3.046321583700617452e-02,2.486848277651090150e-02,2.662660281841887355e-02,2.219829962759205244e-02,2.592340369711658432e-02,2.998997945754077604e-02,2.748349268082090832e-02,3.092113532124606684e-02,3.171341283741108824e-02,2.018310986831148290e-02,2.908093848585247346e-02,2.850151505302505467e-02,2.697842863446035799e-02,2.724784229038899885e-02,2.278130136222810895e-02,3.172695040152077872e-02,3.207696789016016570e-02,3.093603056220896319e-02,2.354782214152852451e-02,2.924553123595212065e-02,3.005634741462967496e-02,2.943294662086230057e-02,2.448418809877903057e-02,2.791068391607791355e-02,2.782384348474635852e-02,2.966144664795491645e-02,2.285181122921591673e-02,2.925211486211479542e-02,2.645430577156464291e-02,2.559783203778021043e-02,2.966779535471200310e-02,2.745771222022762650e-02,2.884338486255862838e-02,2.436694097288977581e-02,2.384686759156683794e-02
